アパート,アパート,apartment
駅,えき,station
鉛筆,えんぴつ,pencil
鞄,かばん,"luggage, bag"
カフィ,カフィ,cafe (recent term)
喫茶店,きっさてん,coffee shop (traditional term)
銀行,ぎんこう,bak
消しゴム,けしゴム,eraser
公園,こうえん,park
交番,こうばん,police box
この辺,このへん,this area
コンビニ,コンビニ,convenience store
辞書,じしょ,dictionary
スーパー,スーパー,supermarket
建物,たてもの,building
強化書,きょうかしょ,textbook
テスト,テスト,test
デパート,デパート,supermarket
ノート,ノート,notebook
病院,びょういん,hospital
ペン,ペン,pen
ボールペン,ボールペン,ballpoint pen
本屋,ほんや,bookstore
町,まち,town
郵便局,ゆうびんきょく,post office
寮,りょう,dormitory
レストラン,レストラン,restaurant
いる,いる,to exist (being)
ここ,ここ,here
これ,これ,this object
そこ,そこ,there
それ,それ,that object
あそこ,あそこ,over there
あれ,あれ,that obhect over there
青い,あおい,blue
赤い,あかい,red
新しい,あたらしい,new
いい,いい,good
大きい,おおきい,big
黄色い,きいろい,yellow
黒い,くろい,black
白い,しろい,white
高い,たかい,"tall, high"
小さい,ちいさい,small
茶色い,ちゃいろい,brown
古い,ふるい,old
きれい,きれい,"clean, pretty"
有名,ゆうめい,famous
立派,りっぱ,"fine, nice"
だれ,だれ,who
どれ,どれ,which one
どんな,どんな,what kind of
